Lilongwe,Mtema,Nsanda
Lilongwe,Mtema,Ntandazo
Lilongwe,Kabudula,Manjulu
Lilongwe,Mtema,Nkhuntchi
Lilongwe,Mtema,Ngoza
Lilongwe,Mtema,Chidzele
Lilongwe,Mtema,Undi
Lilongwe,Mtema,Tonde
Lilongwe,Mtema,Mndele
Lilongwe,Mtema,Nzingo
Lilongwe,Mtema,Wayakunseche
Lilongwe,Mtema,Kholongo

